customer_id,transaction_date,amount,product_category,payment_method,is_anomaly
user_580,2023-08-25 19:30:00,4525.48,Кредит,карта,0
user_1892,2023-06-30 12:30:00,5310.38,Страхование,карта,0
user_201,2023-05-02 17:08:00,1197.19,Инвестиции,Google Pay,0
user_1604,2024-01-11 11:11:00,2641.23,Кредит,карта,0
user_477,2024-03-19 13:40:00,2814.84,Вклад,банковский перевод,0
user_1011,2023-06-29 20:09:00,580.41,Дебетовая карта,карта,0
user_1527,2023-07-31 10:34:00,610.75,Кредит,карта,0
user_1984,2023-12-05 14:51:00,3229.68,Дебетовая карта,Apple Pay,0
user_1207,2023-12-16 20:59:00,845.88,Страхование,карта,0
user_441,2024-03-11 14:59:00,44581.32,Кредит,карта,0
user_164,2023-10-28 09:04:00,1669.12,Кредит,Apple Pay,0
user_1488,2023-06-30 15:04:00,844.32,Ипотека,Google Pay,0
user_1157,2023-09-20 17:41:00,5555.45,Ипотека,карта,0
user_1540,2024-03-18 13:02:00,1581.77,Дебетовая карта,карта,0
user_1975,2024-03-11 15:37:00,1315.73,Кредит,Google Pay,0
user_1662,2023-08-31 14:09:00,2657.05,Кредит,Google Pay,0
user_1004,2023-09-14 19:06:00,3523.62,Кредит,Apple Pay,0
user_1371,2023-06-29 20:25:00,1114.19,Кредит,Apple Pay,0
user_1251,2023-03-15 20:08:00,3795.46,Вклад,карта,1
user_382,2023-04-23 14:23:00,643.78,Кредит,карта,0
user_618,2023-07-09 18:33:00,2549.6,Кредит,Google Pay,0
user_183,2023-08-07 17:36:00,2326.59,Страхование,карта,1
user_737,2023-10-14 14:33:00,2973.43,Кредит,банковский перевод,0
user_361,2023-05-09 13:09:00,4987.69,Кредит,банковский перевод,0
user_1794,2023-02-07 19:48:00,5630.55,Вклад,карта,0
user_1717,2023-05-06 14:59:00,17260.72,Кредит,карта,0
user_1456,2023-08-30 09:34:00,4067.79,Вклад,Google Pay,0
user_804,2024-02-06 11:56:00,49557.59,Кредит,Google Pay,1
user_16,2023-12-14 09:59:00,4636.18,Кредит,карта,0
user_1093,2023-10-13 11:46:00,5037.31,Дебетовая карта,Apple Pay,0
user_50,2024-01-09 16:57:00,5034.69,Вклад,карта,0
user_51,2024-02-05 12:07:00,708.73,Кредит,карта,0
user_310,2024-01-03 20:17:00,7039.98,Инвестиции,карта,0
user_983,2023-09-08 15:20:00,2167.81,Ипотека,карта,0
user_1499,2023-09-02 15:59:00,3440.52,Дебетовая карта,карта,1
user_819,2023-06-04 10:27:00,6866.6,Кредит,Apple Pay,0
user_1551,2023-03-06 10:38:00,3222.69,Кредит,карта,0
user_1070,2024-01-20 10:23:00,1801.25,Ипотека,карта,0
user_1788,2023-03-25 14:35:00,3082.83,Кредит,Google Pay,0
user_751,2024-02-18 19:54:00,5788.51,Кредит,Google Pay,0
user_601,2023-07-12 18:17:00,1570.16,Дебетовая карта,карта,0
user_151,2023-01-14 20:54:00,817.3,Кредит,Apple Pay,1
user_439,2023-03-24 11:54:00,1108.72,Кредит,карта,0
user_88,2023-07-19 18:54:00,7309.77,Кредит,криптовалюта,0
user_348,2023-09-06 10:36:00,1444.58,Страхование,карта,0
user_1900,2023-03-02 17:34:00,1361.98,Кредит,карта,0
user_1089,2023-07-18 14:57:00,2819.15,Страхование,карта,0
user_1208,2023-06-27 19:48:00,1282.93,Дебетовая карта,карта,0
user_770,2024-03-29 19:37:00,3607.48,Кредит,Apple Pay,0
user_1287,2024-03-27 17:07:00,3762.79,Инвестиции,банковский перевод,0
user_1125,2023-02-13 17:31:00,4589.43,Вклад,Apple Pay,0
user_1831,2024-02-01 15:14:00,1082.33,Вклад,карта,0
user_1592,2024-01-25 14:57:00,1293.22,Кредит,Google Pay,0
user_1102,2023-01-04 09:08:00,3253.07,Вклад,карта,0
user_1564,2024-03-11 10:42:00,2161.14,Страхование,Apple Pay,0
user_1232,2023-11-18 19:37:00,1846.33,Ипотека,карта,0
user_1990,2023-01-10 09:00:00,548.14,Вклад,Apple Pay,0
user_1047,2023-09-29 14:04:00,886.2,Дебетовая карта,карта,0
user_1703,2023-01-10 11:28:00,1977.39,Инвестиции,криптовалюта,0
user_352,2024-02-15 18:26:00,5498.22,Кредит,карта,0
user_337,2023-05-11 18:56:00,6166.59,Дебетовая карта,Apple Pay,0
user_624,2023-05-24 14:06:00,1893.65,Страхование,карта,0
user_1647,2023-03-01 19:13:00,2637.43,Дебетовая карта,карта,0
user_1769,2023-03-16 12:20:00,2899.45,Кредит,Google Pay,0
user_803,2023-04-03 17:34:00,1244.54,Кредит,Apple Pay,0
user_888,2023-09-27 20:55:00,737.02,Кредит,карта,0
user_979,2023-05-09 20:40:00,1427.04,Инвестиции,Apple Pay,0
user_409,2023-03-08 12:13:00,1168.19,Страхование,Google Pay,0
user_1075,2023-12-30 16:46:00,2550.17,Страхование,карта,0
user_1657,2023-03-08 15:32:00,2900.41,Ипотека,карта,0
user_1503,2023-11-06 13:03:00,1727.63,Дебетовая карта,карта,0
user_175,2024-02-09 14:55:00,2498.94,Страхование,карта,0
user_708,2023-07-08 12:27:00,1759.75,Дебетовая карта,карта,1
user_1280,2023-02-13 15:59:00,1626.05,Страхование,Apple Pay,0
user_1187,2023-04-27 10:08:00,1485.73,Вклад,Apple Pay,0
user_1401,2023-03-20 13:15:00,7954.86,Ипотека,карта,0
user_1495,2023-11-21 13:21:00,1128.55,Страхование,карта,0
user_608,2023-03-09 15:19:00,1803.01,Кредит,карта,0
user_940,2023-11-18 09:38:00,3147.7,Вклад,карта,0
user_334,2023-12-31 17:15:00,629.92,Кредит,криптовалюта,0
user_1435,2023-11-14 18:31:00,1395.97,Дебетовая карта,карта,0
user_897,2023-10-22 18:28:00,632.48,Кредит,карта,0
user_698,2023-03-09 20:19:00,565.32,Дебетовая карта,Google Pay,0
user_1511,2023-06-25 16:10:00,1016.46,Страхование,карта,0
user_1876,2023-06-07 15:44:00,1820.97,Кредит,Google Pay,0
user_1774,2023-03-05 18:16:00,3950.92,Кредит,Apple Pay,0
user_270,2024-02-20 19:42:00,1699.13,Дебетовая карта,криптовалюта,0
user_1631,2024-02-10 10:27:00,1443.8,Кредит,карта,0
user_1135,2023-03-06 14:34:00,2849.78,Кредит,Apple Pay,0
user_220,2023-09-15 09:05:00,6579.1,Вклад,карта,0
user_776,2024-03-30 12:29:00,1003.35,Страхование,карта,0
user_446,2023-09-21 10:19:00,2131.52,Дебетовая карта,карта,0
user_517,2023-10-01 11:47:00,606.59,Кредит,карта,0
user_1234,2023-10-22 20:33:00,5242.74,Дебетовая карта,карта,0
user_808,2023-12-31 12:41:00,2042.95,Ипотека,карта,0
user_1420,2024-03-02 18:46:00,903.62,Дебетовая карта,карта,0
user_1613,2023-07-24 16:35:00,1515.95,Дебетовая карта,Apple Pay,0
user_18,2023-04-06 12:38:00,1999.07,Дебетовая карта,Google Pay,0
user_1650,2023-10-17 17:36:00,1341.59,Кредит,Apple Pay,0
user_286,2023-09-22 15:38:00,2887.92,Кредит,Google Pay,0
user_12,2023-06-14 10:40:00,3609.93,Вклад,карта,0
user_189,2023-06-02 18:53:00,542.73,Кредит,карта,1
user_102,2023-06-28 10:00:00,1668.97,Вклад,Apple Pay,0
user_683,2023-09-26 19:53:00,3569.57,Дебетовая карта,карта,0
user_1680,2024-02-13 09:03:00,3349.2,Дебетовая карта,Apple Pay,0
user_1362,2024-03-16 17:53:00,2648.6,Дебетовая карта,карта,0
user_885,2024-03-21 17:24:00,4310.42,Кредит,Apple Pay,0
user_1887,2023-11-19 16:52:00,67831.37,Дебетовая карта,Google Pay,1
user_975,2024-01-27 11:52:00,5462.57,Дебетовая карта,карта,0
user_180,2023-11-15 17:20:00,662.65,Вклад,криптовалюта,0
user_40,2023-08-10 19:08:00,1071.61,Инвестиции,карта,0
user_1013,2023-08-31 20:45:00,626.65,Инвестиции,карта,0
user_450,2023-03-09 11:30:00,2240.05,Дебетовая карта,Apple Pay,0
user_745,2023-04-21 19:50:00,3511.44,Кредит,Google Pay,0
user_620,2024-03-10 13:17:00,1677.24,Кредит,карта,0
user_797,2023-08-29 10:43:00,1208.74,Кредит,карта,0
user_1925,2024-01-31 11:11:00,1136.88,Кредит,карта,0
user_137,2023-05-18 18:19:00,2841.46,Кредит,карта,0
user_219,2023-11-28 20:26:00,1827.23,Страхование,Apple Pay,0
user_577,2023-03-04 19:22:00,8372.17,Дебетовая карта,Google Pay,0
user_1486,2023-09-30 20:53:00,2648.93,Кредит,карта,0
user_505,2024-01-15 13:40:00,3184.75,Вклад,карта,1
user_499,2023-06-01 15:20:00,642.27,Инвестиции,Apple Pay,0
user_1437,2024-01-17 18:56:00,9442.14,Кредит,Apple Pay,0
user_1204,2023-05-02 20:14:00,1501.41,Кредит,Apple Pay,0
user_1284,2023-10-18 11:43:00,10506.74,Дебетовая карта,Google Pay,0
user_1319,2023-12-19 18:16:00,1514.85,Кредит,Google Pay,1
user_1273,2024-01-04 10:43:00,4578.16,Кредит,карта,0
user_1112,2023-08-02 11:58:00,515.08,Вклад,Google Pay,0
user_1039,2023-12-12 10:23:00,1710.19,Вклад,Apple Pay,1
user_1535,2023-12-02 11:28:00,1269.17,Инвестиции,криптовалюта,0
user_685,2023-02-16 09:14:00,1128.75,Кредит,Apple Pay,0
user_645,2023-11-20 15:18:00,1404.07,Инвестиции,криптовалюта,0
user_488,2023-04-23 18:39:00,1382.86,Кредит,Google Pay,0
user_1661,2024-01-28 20:37:00,2530.91,Дебетовая карта,карта,0
user_23,2023-01-21 20:07:00,1064.93,Кредит,Apple Pay,0
user_419,2023-11-19 11:46:00,1671.48,Кредит,Apple Pay,0
user_296,2024-01-01 18:16:00,984.6,Инвестиции,Apple Pay,1
user_748,2023-10-19 11:53:00,1230.19,Кредит,карта,0
user_440,2023-03-11 19:08:00,4124.5,Кредит,карта,0
user_1011,2023-05-12 17:57:00,71186.52,Вклад,карта,0
user_1952,2023-11-19 13:18:00,6520.39,Кредит,карта,1
user_855,2023-10-14 14:12:00,1504.98,Вклад,Apple Pay,0
user_1941,2023-10-13 14:58:00,1651.12,Инвестиции,Apple Pay,0
user_618,2023-01-14 17:47:00,6946.35,Кредит,карта,0
user_1536,2024-01-01 17:58:00,2112.21,Кредит,Google Pay,0
user_277,2023-05-21 13:56:00,7201.8,Дебетовая карта,Google Pay,1
user_1221,2023-02-01 18:44:00,1869.08,Инвестиции,криптовалюта,0
user_1503,2023-09-25 10:36:00,609.43,Ипотека,криптовалюта,0
user_1338,2023-07-19 10:44:00,1583.93,Инвестиции,Google Pay,0
user_1876,2024-01-05 15:09:00,2041.56,Вклад,Apple Pay,0
user_1202,2023-06-17 15:30:00,6174.92,Дебетовая карта,карта,0
user_1173,2023-09-27 11:47:00,4581.04,Страхование,Apple Pay,0
user_1294,2023-02-03 20:24:00,621.92,Страхование,карта,0
user_708,2024-01-13 09:40:00,2110.86,Кредит,криптовалюта,0
user_439,2024-03-21 20:26:00,5374.39,Страхование,Apple Pay,0
user_1811,2023-06-20 19:38:00,4295.89,Страхование,Apple Pay,0
user_1954,2024-03-09 11:26:00,776.09,Ипотека,Apple Pay,0
user_1863,2023-05-23 14:52:00,3375.39,Страхование,Apple Pay,0
user_1514,2024-02-11 16:02:00,6853.61,Страхование,Apple Pay,0
user_448,2023-07-20 14:42:00,3542.22,Ипотека,карта,0
user_469,2023-05-03 15:45:00,5775.88,Кредит,карта,0
user_620,2023-09-17 19:15:00,4539.11,Вклад,банковский перевод,0
user_1028,2023-10-10 14:24:00,2276.84,Инвестиции,Google Pay,0
user_472,2023-07-13 15:30:00,1642.75,Вклад,карта,0
user_1579,2023-09-19 20:38:00,60529.34,Ипотека,карта,0
user_169,2023-09-06 20:14:00,910.84,Кредит,карта,1
user_1823,2023-04-24 10:12:00,1048.45,Кредит,банковский перевод,0
user_906,2023-02-05 11:39:00,4653.73,Кредит,банковский перевод,0
user_768,2023-11-14 16:54:00,1484.39,Кредит,карта,0
user_901,2024-01-26 12:11:00,4140.16,Вклад,карта,0
user_968,2023-07-11 20:58:00,4118.8,Дебетовая карта,карта,0
user_1104,2023-04-04 10:44:00,2303.49,Кредит,карта,0
user_620,2024-02-05 20:57:00,5209.92,Страхование,карта,0
user_609,2023-05-09 18:40:00,1877.07,Вклад,Apple Pay,0
user_754,2023-06-03 09:39:00,3854.12,Кредит,Google Pay,0
user_313,2023-06-14 12:00:00,6848.36,Дебетовая карта,карта,0
user_456,2023-02-24 11:06:00,2572.7,Страхование,карта,1
user_838,2024-03-08 09:23:00,2075.79,Кредит,Apple Pay,0
user_60,2024-03-21 10:39:00,8522.89,Страхование,карта,0
user_840,2023-04-24 12:26:00,7077.5,Вклад,карта,0
user_833,2023-09-21 18:37:00,16298.05,Страхование,карта,0
user_6,2023-01-10 11:37:00,2068.47,Кредит,Google Pay,0
user_942,2023-05-12 09:32:00,2867.41,Страхование,карта,0
user_1324,2023-05-25 19:53:00,6206.75,Кредит,Apple Pay,0
user_1560,2023-02-28 18:51:00,815.07,Инвестиции,криптовалюта,0
user_775,2023-10-19 16:27:00,2545.67,Кредит,карта,0
user_1046,2023-08-11 09:08:00,3371.87,Кредит,Google Pay,0
user_157,2023-11-08 15:10:00,2732.06,Вклад,Google Pay,1
user_653,2023-06-10 16:11:00,2252.71,Дебетовая карта,Apple Pay,0
user_1328,2023-04-06 19:27:00,5091.39,Дебетовая карта,карта,0
user_927,2023-07-29 09:04:00,956.54,Кредит,карта,0
user_1909,2023-10-23 12:16:00,1318.53,Инвестиции,Google Pay,0
user_1593,2023-03-24 18:56:00,4868.34,Дебетовая карта,карта,0
user_1815,2023-04-29 11:46:00,1471.89,Дебетовая карта,Google Pay,0
user_962,2023-08-19 18:44:00,5117.77,Кредит,Google Pay,0
user_154,2023-12-28 10:32:00,522.86,Вклад,криптовалюта,0
user_1111,2023-07-19 19:39:00,1910.03,Вклад,Google Pay,0
user_1892,2023-12-05 19:41:00,1152.55,Кредит,криптовалюта,0
user_346,2023-10-25 15:04:00,1309.14,Кредит,криптовалюта,0
user_1921,2023-11-24 12:07:00,6989.65,Вклад,карта,0
user_16,2023-06-09 13:23:00,1533.73,Кредит,карта,0
user_1229,2023-05-08 20:53:00,742.7,Ипотека,карта,0
user_1860,2023-01-17 14:18:00,58736.89,Кредит,карта,0
user_423,2024-01-22 14:38:00,5753.38,Кредит,карта,0
user_536,2023-02-09 17:29:00,1859.21,Кредит,Google Pay,0
user_1615,2024-02-03 10:18:00,1275.48,Вклад,Google Pay,0
user_696,2024-01-17 11:16:00,610.14,Кредит,карта,0
user_1311,2023-05-18 15:03:00,4604.67,Кредит,Google Pay,0
user_230,2023-10-09 18:18:00,3520.81,Кредит,Apple Pay,0
user_1345,2023-03-19 13:38:00,2629.27,Кредит,Apple Pay,0
user_1026,2023-08-21 16:48:00,2511.83,Кредит,Google Pay,0
user_1002,2024-03-07 14:45:00,4827.64,Дебетовая карта,Google Pay,0
user_1475,2023-08-12 10:35:00,983.8,Вклад,Google Pay,0
user_896,2024-03-09 14:32:00,2102.18,Кредит,Apple Pay,0
user_1373,2023-11-27 18:00:00,3811.32,Дебетовая карта,карта,0
user_853,2023-01-26 14:06:00,1647.09,Ипотека,карта,0
user_1712,2024-02-24 17:36:00,4986.47,Вклад,Apple Pay,0
user_1112,2023-09-23 14:02:00,2077.75,Ипотека,криптовалюта,0
user_574,2023-12-18 14:23:00,2348.18,Кредит,Google Pay,0
user_1758,2023-07-18 14:56:00,77684.89,Дебетовая карта,Google Pay,0
user_630,2023-03-30 11:07:00,5315.01,Кредит,карта,0
user_1885,2023-10-10 09:47:00,667.47,Ипотека,карта,0
user_1932,2023-11-29 17:28:00,5165.97,Ипотека,Google Pay,0
user_1116,2023-07-06 20:49:00,523.15,Вклад,криптовалюта,0
user_914,2023-03-22 12:14:00,3966.31,Дебетовая карта,Apple Pay,0
user_532,2023-08-04 16:13:00,680.22,Дебетовая карта,карта,1
user_1670,2023-01-25 13:30:00,6238.65,Инвестиции,криптовалюта,0
user_538,2023-11-02 10:41:00,4440.97,Вклад,карта,0
user_1224,2023-03-15 12:30:00,1608.35,Страхование,Apple Pay,0
user_1609,2023-02-17 15:02:00,4784.19,Вклад,карта,0
user_362,2023-04-07 15:16:00,1631.41,Кредит,банковский перевод,0
user_346,2023-07-16 12:30:00,6078.55,Страхование,карта,0
user_1915,2023-03-06 10:57:00,6859.31,Кредит,Apple Pay,0
user_1975,2023-06-01 17:00:00,1558.58,Инвестиции,карта,0
user_649,2023-02-20 18:21:00,1406.8,Дебетовая карта,карта,0
user_465,2023-05-17 11:15:00,2511.32,Вклад,карта,0
user_1284,2023-04-17 18:56:00,750.34,Кредит,карта,0
user_1168,2023-01-16 10:37:00,7384.88,Кредит,криптовалюта,0
user_510,2024-02-05 12:50:00,4017.11,Страхование,Google Pay,0
user_432,2023-01-03 17:56:00,4258.66,Страхование,криптовалюта,0
user_1152,2023-08-15 16:15:00,3738.3,Ипотека,Google Pay,0
user_550,2023-12-24 18:49:00,505.65,Вклад,карта,0
user_1083,2024-01-15 09:31:00,4324.07,Кредит,карта,0
user_1375,2023-08-20 09:48:00,3071.6,Кредит,карта,0
user_523,2023-03-29 14:03:00,25071.32,Дебетовая карта,карта,0
user_1144,2023-12-26 11:30:00,3076.87,Дебетовая карта,карта,0
user_1978,2023-08-20 10:51:00,1236.72,Дебетовая карта,карта,0
user_1076,2023-01-03 16:10:00,34941.2,Кредит,карта,0
user_282,2023-10-01 11:44:00,2507.0,Ипотека,карта,0
user_1470,2023-09-14 16:59:00,2433.23,Кредит,карта,0
user_887,2023-07-21 18:48:00,1205.47,Страхование,карта,0
user_1434,2023-05-28 12:42:00,6819.51,Вклад,карта,0
user_63,2024-02-27 09:06:00,1710.71,Вклад,карта,1
user_1424,2023-03-18 16:25:00,667.66,Вклад,карта,0
user_1366,2023-08-16 12:25:00,1067.47,Ипотека,Google Pay,0
user_8,2023-12-19 14:23:00,899.34,Вклад,криптовалюта,0
user_925,2023-01-20 13:45:00,621.05,Кредит,карта,0
user_940,2023-03-04 13:17:00,770.38,Кредит,карта,0
user_1121,2023-08-05 18:50:00,1366.1,Инвестиции,карта,0
user_1233,2023-06-24 15:49:00,944.03,Дебетовая карта,карта,0
user_1398,2024-01-23 16:08:00,98165.63,Страхование,карта,0
user_1828,2023-06-21 12:40:00,7491.92,Дебетовая карта,карта,0
user_1529,2023-04-14 09:53:00,4146.02,Страхование,карта,0
user_622,2023-02-20 18:57:00,3807.33,Дебетовая карта,карта,1
user_1932,2024-01-15 14:34:00,730.44,Дебетовая карта,криптовалюта,0
user_957,2023-11-23 11:25:00,1996.2,Ипотека,карта,0
user_1728,2023-06-21 12:33:00,3008.18,Дебетовая карта,карта,0
user_971,2023-07-11 09:05:00,2400.73,Кредит,Google Pay,0
user_648,2023-10-19 15:51:00,2793.93,Дебетовая карта,карта,0
user_1446,2023-02-03 12:23:00,2490.24,Кредит,карта,0
user_1455,2023-11-06 14:29:00,3420.51,Кредит,карта,0
user_242,2024-02-23 09:53:00,7689.62,Вклад,Google Pay,0
user_152,2023-05-10 09:31:00,1348.21,Кредит,банковский перевод,0
user_1516,2023-04-07 17:45:00,1290.9,Дебетовая карта,Apple Pay,0
user_273,2023-07-02 18:11:00,1053.28,Вклад,криптовалюта,0
user_919,2023-06-02 09:38:00,48299.13,Кредит,Apple Pay,0
user_920,2023-11-22 18:21:00,1603.23,Кредит,карта,0
user_879,2024-01-17 16:34:00,3194.93,Вклад,Apple Pay,0
user_920,2023-04-11 19:45:00,2081.73,Ипотека,Google Pay,0
user_1902,2024-02-03 13:33:00,5804.97,Дебетовая карта,карта,0
user_1012,2023-01-24 16:30:00,1299.43,Кредит,карта,0
user_1736,2024-01-08 17:59:00,3803.25,Ипотека,карта,0
user_951,2024-02-29 11:58:00,2622.19,Инвестиции,карта,0
user_944,2023-01-14 14:55:00,896.19,Ипотека,Apple Pay,0
user_1283,2023-10-06 20:33:00,3483.11,Кредит,Google Pay,0
user_468,2023-11-07 15:55:00,2447.77,Ипотека,карта,0
user_1909,2023-02-22 13:40:00,64336.08,Инвестиции,карта,0
user_1864,2023-08-13 20:34:00,4812.83,Кредит,карта,0
user_346,2023-02-27 16:18:00,1185.09,Вклад,карта,0
user_294,2023-08-02 09:52:00,3597.33,Кредит,карта,0
user_715,2023-07-03 18:28:00,1940.15,Дебетовая карта,Google Pay,0
user_381,2024-03-07 13:06:00,566.61,Вклад,Apple Pay,0
user_149,2023-08-05 09:48:00,617.46,Кредит,Apple Pay,0
user_1617,2024-02-23 11:03:00,4281.13,Ипотека,карта,0
user_400,2023-12-11 17:47:00,4160.58,Ипотека,криптовалюта,0
user_738,2023-09-17 15:16:00,707.68,Инвестиции,криптовалюта,0
user_1975,2023-05-24 16:56:00,2354.25,Кредит,Google Pay,1
user_798,2023-05-21 13:35:00,2226.85,Вклад,карта,0
user_80,2023-01-23 16:08:00,6584.56,Инвестиции,карта,0
user_487,2023-11-07 19:54:00,3332.25,Кредит,карта,0
user_428,2023-03-10 16:26:00,5992.64,Вклад,карта,0
user_1113,2023-08-12 17:59:00,4522.17,Кредит,карта,0
user_854,2023-09-19 15:39:00,1569.47,Вклад,Google Pay,0
user_154,2023-08-18 13:49:00,1242.95,Вклад,криптовалюта,0
user_586,2023-10-29 15:00:00,806.18,Инвестиции,Apple Pay,0
user_937,2023-05-06 12:38:00,2439.39,Дебетовая карта,карта,0
user_1091,2023-02-26 13:27:00,655.0,Страхование,карта,0
user_835,2023-12-03 10:36:00,7675.42,Кредит,карта,0
user_1981,2023-09-07 17:10:00,4061.58,Вклад,карта,0
user_983,2023-09-30 13:15:00,2573.92,Инвестиции,карта,0
user_1408,2023-02-03 13:26:00,1145.23,Страхование,карта,0
user_1144,2023-01-24 18:41:00,5742.63,Инвестиции,карта,0
user_812,2023-05-25 09:42:00,4828.66,Вклад,карта,0
user_57,2023-01-11 14:12:00,595.6,Вклад,криптовалюта,0
user_1366,2023-04-17 18:18:00,3873.89,Ипотека,Apple Pay,0
user_1719,2023-04-22 12:08:00,1410.47,Дебетовая карта,криптовалюта,0
user_1745,2023-12-04 14:12:00,6123.17,Страхование,Apple Pay,0
user_1587,2023-05-21 20:34:00,673.74,Вклад,карта,0
user_459,2023-11-09 19:24:00,1186.44,Инвестиции,карта,0
user_904,2023-06-08 20:33:00,9022.38,Дебетовая карта,Google Pay,0
user_1434,2023-04-09 19:45:00,1616.82,Дебетовая карта,карта,0
user_1464,2023-07-02 12:39:00,1394.91,Кредит,Apple Pay,0
user_1228,2023-09-05 11:03:00,526.23,Ипотека,карта,0
user_99,2024-01-08 19:54:00,74840.68,Дебетовая карта,Google Pay,0
user_1468,2023-06-16 17:35:00,720.16,Вклад,карта,0
user_1132,2023-05-02 20:20:00,2948.22,Кредит,карта,0
user_169,2023-01-14 10:58:00,1615.37,Вклад,Google Pay,0
user_1078,2023-02-01 15:29:00,1891.71,Дебетовая карта,карта,0
user_1466,2023-12-22 18:28:00,91279.02,Вклад,банковский перевод,0
user_1872,2023-10-15 18:48:00,1918.02,Страхование,Apple Pay,0
user_1577,2024-02-05 17:22:00,3759.93,Вклад,Google Pay,0
user_524,2023-09-12 17:17:00,2280.99,Кредит,карта,0
user_1375,2024-03-30 14:45:00,7237.16,Инвестиции,Apple Pay,0
user_1351,2023-08-19 20:40:00,6199.43,Вклад,карта,0
user_395,2023-12-02 18:19:00,6352.23,Кредит,карта,0
user_1660,2023-06-08 18:27:00,8919.27,Дебетовая карта,Google Pay,0
user_323,2023-10-31 15:01:00,687.27,Инвестиции,карта,0
user_1501,2023-08-03 11:05:00,5017.26,Ипотека,Apple Pay,0
user_1477,2023-04-29 12:44:00,853.93,Инвестиции,Apple Pay,0
user_1923,2023-04-25 18:12:00,1353.28,Инвестиции,криптовалюта,0
user_1296,2024-01-12 15:04:00,897.85,Дебетовая карта,карта,0
user_145,2023-02-20 09:24:00,1419.25,Дебетовая карта,карта,0
user_1968,2023-05-17 09:40:00,923.55,Инвестиции,криптовалюта,0
user_768,2024-01-24 19:09:00,4230.13,Дебетовая карта,карта,0
user_910,2024-01-31 14:12:00,5468.11,Страхование,карта,0
user_1736,2023-03-02 18:15:00,5871.18,Вклад,карта,0
user_459,2023-10-19 15:55:00,2667.1,Кредит,карта,0
user_1325,2023-11-22 18:29:00,3418.27,Дебетовая карта,карта,0
user_1540,2023-08-29 10:46:00,3322.53,Кредит,Google Pay,0
user_1060,2023-12-09 12:08:00,2990.44,Кредит,Google Pay,0
user_1498,2023-12-24 18:46:00,15316.15,Дебетовая карта,карта,0
user_1427,2023-01-14 19:21:00,3657.77,Кредит,карта,0
user_1046,2023-04-21 15:50:00,549.66,Кредит,карта,0
user_184,2024-01-06 11:58:00,6369.29,Кредит,Apple Pay,0
user_1493,2023-12-18 20:55:00,609.75,Вклад,карта,0
user_1580,2023-08-28 09:04:00,5422.86,Инвестиции,карта,0
user_622,2023-10-12 10:39:00,5443.47,Дебетовая карта,Apple Pay,0
user_1638,2023-02-17 18:16:00,5851.65,Вклад,Apple Pay,0
user_432,2023-02-16 13:54:00,5631.27,Вклад,карта,0
user_343,2023-09-09 20:15:00,2443.11,Вклад,Apple Pay,0
user_253,2023-11-02 11:25:00,584.38,Ипотека,карта,0
user_1105,2023-06-21 16:40:00,8548.39,Вклад,Apple Pay,0
user_581,2023-01-25 17:45:00,688.7,Дебетовая карта,Apple Pay,0
user_1390,2023-06-23 09:25:00,2633.57,Инвестиции,карта,0
user_1310,2023-05-27 18:08:00,4362.51,Вклад,Google Pay,0
user_854,2023-05-16 17:56:00,1991.28,Дебетовая карта,Google Pay,0
user_517,2023-09-28 09:41:00,1459.7,Страхование,криптовалюта,0
user_1831,2023-01-15 09:40:00,1166.75,Кредит,карта,0
user_1767,2023-06-18 09:24:00,70925.25,Вклад,криптовалюта,0
user_695,2023-06-22 16:56:00,987.34,Страхование,карта,0
user_500,2023-02-16 16:38:00,8504.13,Вклад,карта,0
user_1608,2024-03-20 13:09:00,521.46,Кредит,Apple Pay,0
user_1369,2024-02-17 09:26:00,946.23,Дебетовая карта,криптовалюта,0
user_914,2023-10-25 10:17:00,2483.55,Инвестиции,криптовалюта,0
user_1056,2023-02-17 19:15:00,32489.95,Дебетовая карта,карта,0
user_1451,2023-10-02 11:41:00,4642.18,Ипотека,карта,0
user_424,2023-12-29 09:43:00,29863.13,Кредит,карта,0
user_1994,2023-10-28 09:15:00,1373.4,Вклад,криптовалюта,0
user_1113,2024-01-23 14:05:00,3649.88,Кредит,банковский перевод,0
user_255,2023-10-20 18:25:00,2418.4,Вклад,карта,0
user_1910,2023-02-20 10:22:00,2605.31,Ипотека,карта,0
user_1994,2023-08-09 18:40:00,1442.43,Вклад,Google Pay,1
user_1889,2023-04-26 17:06:00,3013.52,Дебетовая карта,карта,0
user_1398,2023-03-25 18:54:00,1341.55,Инвестиции,карта,0
user_584,2023-11-11 14:53:00,936.41,Дебетовая карта,Google Pay,0
user_1062,2023-06-10 16:41:00,1336.7,Вклад,карта,0
user_1073,2023-02-03 20:38:00,1264.16,Дебетовая карта,Google Pay,0
user_1019,2023-04-20 18:22:00,6546.69,Дебетовая карта,криптовалюта,0
user_302,2023-02-08 17:08:00,1097.46,Страхование,карта,0
user_623,2023-09-29 17:09:00,31704.01,Дебетовая карта,Apple Pay,0
user_939,2023-12-27 14:21:00,960.35,Кредит,Google Pay,1
user_1057,2023-02-16 17:09:00,1595.34,Кредит,Apple Pay,0
user_643,2023-03-18 12:26:00,4241.68,Кредит,криптовалюта,0
user_1461,2024-02-04 17:44:00,1343.08,Инвестиции,карта,0
user_1859,2023-04-01 16:20:00,1335.26,Ипотека,банковский перевод,0
user_934,2023-08-04 16:09:00,607.01,Вклад,Apple Pay,0
